/main$originNo,/main$no,/main$id,/main$changeYn,/main$name,/main$shoulder,/main$status,/main$editor,/main$create_time,/main$update_time,/hashtag,/entry_importance,/parts/part_id,/parts/means/tb_mean$excel_seq,/parts/means/origin_mean,/parts/means/mean_id,/parts/means/custom_field_1618478617845,/parts/means/custom_field_1618478675337,/parts/means/custom_field_1618478759648,/parts/means/custom_field_1618478959744,/parts/means/custom_field_1620198226283,/parts/means/custom_field_1620279904326,/parts/means/custom_field_1621872155340,/parts/means/custom_field_1621872185644,/parts/means/custom_field_1621872201495,/parts/means/custom_field_1621872208963,/parts/means/custom_field_1621872225913,/parts/means/custom_field_1624357879139,/parts/means/custom_field_1624357909352,/relateds/related_id,/relateds/related_type,/relateds/related_content,/relateds/related_entry_id,/custom_field_1628325084000,/custom_field_1619505925728,/learningMores/learning_info_title,/learningMores/learning_info_body_json,/learningMores/learning_info_id,/images/img_path,/images/img_title,/images/img_source
205,110,137cf9ce36de437fbff26afb6ecdd0f5,0,허무주의,0,집필완료,팡민,2023-09-16 23:02:14,2023-09-16 23:10:21,개념어,★★★★★,f053076c279347b3b50a69a4be0762ca,1,"니힐리즘과 동의어. 허무주의를 뜻하는 니힐리즘은 우리의 삶과 세계에는 어떠한 가치도 의미도 없고 무게도 없으며 오직 공허함 무만 있을 뿐이라는 생각 또는 느낌이다. 니체는 이것을 ""최고의 가치들이 자신의 가치를 상실한다는 것 [...] 목표는 (더 이상) 존재하지 않는"" 것으로 표현했다. '신이 죽은' 시대를 니힐리즘의 시대라고 표현하는데, 이것은 근대인들이 이데아나 신 같은 절대적이고 영원한 존재에 대한 믿음을 상실하게 되었고 그러한 존재가 더 이상 우리의 삶에 영향력을 갖지 못하게 된 상태를 의미한다. 이 상태가 니힐리즘인 이유는 이러한 가치들의 붕괴로 인간은 이제 더 이상 삶의 의미에 대한 답을 갖지 못하는 상황에 처하게 됐다는 것이다. 인간은 의미를 추구하는 존재로, 자신이 헌신할 수 있는 존재의 이유와 의미를 찾는다. 그런데 이러한 인간에게 가장 큰 공허감과 권태감을 주는 것은 그러한 어떠한 의미도 이념도 없다는 것이다.

니체는 전통 형이상학과 기독교의 신이 죽은 이후에도 근대의 계몽주의나 이상 사회를 외치는 사상들을 '불완전한 니힐리즘'으로 보았다. 의미 상실과 가치 상실의 국면에서 이제는 내면의 양심이나 이성, 혹은 미래의 평등한 이상사회에서의 구원이 기존의 절대성(신의 섭리, 이데아)의 자리에 들어섰다는 것이다.

니체는 이러한 시도들이 허무주의와의 진정한 대결이 아니라 도피에 불과하다고 보았다. 그래서 니체는 근대인들이 허구적인 이념들을 통해서 자신의 삶을 위로하지 말고 투철한 성실성으로 자신의 삶의 실상에 맞설 것을 요구한다. 피안 세계든 미래의 이상 사회든 내면의 양심이든 모든 종류의 초감성적 존재는 하나의 가상에 지나지 않는다는 사실을 깨닫고, 생성소멸하는 여기 지상의 세계만이 유일한 실재라는 사실을 철저히 자각해야 한다는 것이다. 그리고 이렇게 생성만이 유일한 존재방식이라는 것, 그리고 그 생성 전체를 철저히 긍정하는 것이 디오니소스적 긍정이다.

니체는 인간 스스로가 자기자신을 힘에의 의지로 이해함으로써 디오니소스적 긍정이 가능하다고 보았다. 인간이 허구를 만들고 도피하는 것은 인간이 연약하기 때문인데, 이러한 허구들에 의지할수록 인간은 점점 더 약해지게 된다. 힘에의 의지가 약한 자가, 허구를 만들고 그것에 의존함으로써 더욱 더 약해지고 이 세계와 삶 전체를 부정하는 자가 된다는 것이다. 니체는 그래서 인간 스스로가 내적인 힘을 강화하는 것, 즉 자신을 힘에의 의지로 이해하는 것을 통해서만 니힐리즘을 진정으로 극복할 수 있다고 보았다.

진정한 힘에의 의지란 자기 강화와 자기 극복에의 의지이자 자신의 힘으로 자신을 구원하고자 하는 의지이기 때문이다.

그런데 니체는 니힐리즘을 단순히 부정적인 사태로만 보지 않는다. 모든 최고의 가치들이 본래의 가치를 상실하고 허무감과 상실감이 도래하는 것은, 새로운 가치의 창조와 인간의 성장을 위해서는 필연적인 과정이라는 것이다. 극도의 고난은 인간이 독립적이고 강한 존재로 다시 태어나기 위해 절대적으로 필요하며, 오직 이것을 통해서만 인간은 스스로를 고양시키고 강화하려는 의지인 힘에의 의지로서 자신을 실현할 수 있다.",41d422608181450e970ad12e3821cf3c,"﹤“아, 차라투스트라여, 그대 지혜의 돌이여!”라고 그 중력의 영은 한 마디 한 마디 비웃듯이 속삭였다. “그대는 자신을 높이 던졌으나 모든 던져진 돌은 반드시 떨어지기 마련이다!

아, 차라투스트라여, 그대 지혜의 돌이여, 그대 투석기로 던져진 돌이여, 그대 별을 파괴하는 자여! 그대는 자신을 너무도 높이 던져 올렸다. 그러나 모든 던져진 돌은 떨어지기 마련인 것을!

[...]

그러나 내게는 내가 용기라고 부르는 어떤 것이 있었다. 이것이 지금까지 나의 모든 좌절감을 죽여 왔다. 이 용기가 마침내 내게 걸음을 멈추고 말하라고 명령했다. “난쟁이여! 그대인가! 아니면 나인가!”

용기는 심연 앞에서의 현기증도 살해한다. 인간이 서 있는 곳 가운데 어디 심연 아닌 곳이 있던가! 본다는 것 자체가 심연을 들여다보는 것 아닌가?

용기는 최상의 살해자다. 용기는 동정도 살해한다. 동정이야말로 가장 깊은 심연임에도. 삶을 깊이 통찰하는 만큼 인간은 고통도 깊이 통찰한다.

그러나 용기는, 공격하는 용기는 최상의 살해자다. 이 용기는 죽음조차 살해한다. 왜냐하면 용기는 “그것이 삶이었던가? 좋다! 그러면 다시 한번!”이라고 말하기 때문이다.﹥

- 3부 환영과 수수께끼에 대하여 -",,"박찬국, 『해체와 창조의 철학자, 니체』, 동녘, 2001.
강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.
백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.
최상욱. (2015). 차라투스트라는 이렇게 말했다 메타포로 읽기. 서광사.
이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.
강용수, 『니체 작품의 재구성』, 세창출판사, 2021.
이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020
백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.
백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.
박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.
박찬국, 『들뢰즈의『니체와 철학』읽기 』, 세창미디어, 2020.
김상환, 『니체 프로이트 맑스 이후 - 현대 프랑스철학의 쟁점 』, 창비, 2013.
진은영, 『니체, 영원회귀와 차이의 철학』, 그린비, 2007.
Friedrich Nietzsche. (2023). 니체, 사랑에 대하여 (울리히 베어 엮음, 최성희 번역). 세창출판사. (원서출판 2020).
최상욱, 『하이데거와 여성적 진리』, 철학과 현실사, 2006.",,,,"﹤“아, 인간의 최악이 저토록 작다니! 아, 인간의 최선이 저토록 작다니!”

인간에 대한 커다란 권태. 그것이 나의 목을 졸랐고 나의 목으로 기어 들어왔다. 그리고 예언자가 예언한 것, 즉 “모든 것은 동일하다. 어떤 것도 보람이 없다. 앎이 목을 조른다.”라는 말이 나의 목을 조르고 나의 목으로 기어 들어왔다.

기다란 황혼이, 죽도록 지치고 죽도록 취한 슬픔이 내 앞에서 절름거리며 걸어갔다. 그리고 이 슬픔이 하품하는 입으로 말했다.

“그대가 염증을 낸 인간, 그 왜소한 인간은 영원히 회귀한다.” 나의 슬픔은 하품을 하며 말했다. 그리고 발을 질질 끌고 걸어가며 잠을 이루지 못했다.

나에게 인간이란 대지는 동굴로 변했고, 이 대지의 가슴은 내려앉았으며, 모든 살아 있는 생명체는 인간 부패물, 뼈 그리고 썩어 빠진 과거가 되었다.

나의 탄식은 모든 인간의 무덤 위에 주저앉아서 더 이상 일어날 수 없었다. 나의 탄식과 질문은 밤낮으로 투덜거리고 꽥꽥거리고 갉아먹으면서 탄식했다.

“아, 인간이 영원토록 회귀하는구나! 왜소한 인간도 영원토록 회귀하는구나!”﹥

- 3부 치유되는 자 -","﹤“그리고 나는 크나큰 슬픔이 인간들을 덮치는 것을 보았다. 가장 뛰어난 자들도 그들의 일에 지쳐 있었던 것이다.

한 가지 가르침이 선포되었고 그것과 나란히 한 가지 신앙이 퍼졌다. 모든 것은 공허하다. 모든 것은 동일하다. 모든 것은 이미 있었던 것이다!

그러자 모든 언덕으로부터 메아리가 들려왔다. 모든 것은 공허하다. 모든 것은 동일하다. 모든 것은 이미 있었던 것이다!

우리는 분명히 수확을 했다. 그런데 왜 모든 열매가 썩고 누레졌는가? 어젯밤 사악한 달로부터 무엇이 떨어졌는가?

모든 노동은 헛된 것이 되었고, 우리의 포도주는 독이 되었으며, 사악한 눈길이 우리의 밭과 심장을 누렇게 태웠다.

우리 모두는 메말라 버렸다. 불덩이가 우리 위로 떨어지면 우리는 재처럼 여기저기로 흩날린다. 그렇다. 우리는 불덩이마저 지치게 만들었다.

모든 샘이 바싹 말랐고 바다도 뒤로 물러났다. 모든 대지가 갈라지려 한다. 하지만 깊은 심연은 삼키려 하지 않는다!

아, 우리가 익사할 만큼 깊은 바다가 어디에 남아 있기라도 하단 말인가. 우리의 비탄은 이렇게 울려 퍼진다. 얕은 늪들을 넘어서.

참으로 우리는 죽기에도 너무 지쳤다. 그리하여 우리는 깨어 있는 채로 계속 살아간다. 무덤 속에서!”﹥

- 2부 예언자 -",,,,,,ef614ff05b744d018eb17c74c92e00a6,,신,14af7a5c1fc34ddb94b1d2fcd64d532f,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa07d32608af4744a17c3f80e07ee43e,,영원회귀,ab1dcb03fe5c43d691d95b2c3aa787e2,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8371cf25130e44e0b995011c0d7fd18b,,디오니소스적 긍정,eb1d33d7294f49a497bc05cf751b5190,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e1e989daaae40309ce795bd09b90540,,힘에의 의지,616f4172c51d4a1a990506b6a3894ce6,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1263ad33c814bedbe1ba1d6736d3d7f,,위버멘쉬(초인),f0d1244d59b045739b4b9983ca200268,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33d2aa1c858f43b5ac0a643934c7a8d1,,낙타,5420170d0e46408785e4ac6d0d90a3da,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135e5472fe3c4617bb56fc14cf4095bc,,니힐리즘,355db19cf30f4376923587182f391d77,,,,,,,,
212,111,1406aa08782d47d9b7233d232a7bfdcb,0,자기(Selbst)에 대한 의지,0,집필중,팡민,2023-07-31 19:23:32,2023-09-04 17:51:23,,,,1,,,"﹤한때 의심은 악이었고, 자기(Selbst)에 대한 의지도 악이었다. 그때 병든 자는 이단자요, 마녀였다. 이단자요, 마녀로서 그는 고통받았고 남에게 고통을 주려 했다.

그러나 그대들의 귀는 이런 말을 들으려 하지 않는다. 이런 말은 착한 자들에게 해로울 뿐이라고 그대들은 내게 말한다. 그러나 착한 자들이 나와 무슨 상관이란 말인가!

그대들이 말하는 착한 자들은 많은 점에서 내게 구역질을 일으킨다. 그러나 참으로 그들의 악은 그렇지 않다. 나는 저 창백한 범죄자처럼 그들도 자신을 파멸로 몰아갈 그런 망상을 지니기 바란다!

참으로 나는 바란다. 그들의 망상이 진리라고, 또는 성실이라고, 또는 정의라고 불리기를. 그러나 그들은 오래 살기 위해서, 그것도 가련한 안일 속에서나마 오래 살기 위해서 자신의 덕을 그대로 지니고 있는 것이다.

나는 흐르는 강물 가에 있는 난간이다. 붙들 수 있는 자는 나를 붙들라! 그러나 나는 그대들의 지팡이는 아니다.﹥

- 1부 창백한 범죄자에 대하여 -",,,,,,,,,,,,,,,,,,,,,,,,
213,112,15e33de14b204b0ba78d6b414cc204eb,0,육중하고 검은 뱀,0,집필완료,팡민,2023-07-09 22:45:14,2023-07-09 22:45:14,비유,★★★★,f053076c279347b3b50a69a4be0762ca,1,"영원회귀가 가져올 수도 있는 극단적 허무주의를 상징한다. 영원회귀는 그것을 체화하여 위버멘쉬가 되려는 자에게 실존적 결단을 촉구하는 사유다. 그러한 사유로서 영원회귀가 제기하는 물음은 '지금 삶의 모습이 영원히 반복되어도 좋은가?'이다. 그런데 이는 사람을 극단적 허무주의로 내몰아버리기 쉽기 때문에, 위버멘쉬적 인간이 되려는 젊은 양치기가 뱀 때문에 심한 구역질과 공포를 느끼는 것이다.

기존의 가치가 전부 파괴된 허무주의적 상황에서 자신이 스스로 가치를 창조할 수 없다면 삶이 아무런 의미나 목표가 없다고 생각하게 된다. 이렇게 스스로 창조할 수 없는 자에게 삶의 영원회귀는 곧 영원한 무의미에 빠지는 것이다. 이런 점에서 영원회귀 사유는 사람을 극단적 허무주의로 내몰아버리기 쉽다.",7ce3b5f4db144cf98105821edd3dc360,"﹤어떤 젊은 양치기가 입에 한 마리의 육중하고 검은 뱀을 문 채 몸을 비틀고 구역질하고 경련을 일으키며 얼굴을 찡그리고 있었던 것이다.

내 일찍이 인간의 얼굴에서 이토록 심한 구역질과 창백한 공포를 본 적이 있었던가? 그는 자고 있었던 것일까? 어쨌든 뱀이 그의 목구멍 속으로 기어들어 그곳을 꽉 문 것이다.

[...]

“대가리를 물라! 물어뜯으라!” 이렇게 내 안에서 그 무엇이 외쳤다. 나의 공포, 나의 증오, 나의 구역질, 나의 연민, 내게 있는 좋고 나쁜 것이 한꺼번에 내 안에서 소리를 질렀다.

[...]

그때 내가 본 수수께끼를 풀어 다오. 더없이 고독한 자가 본 환영을 설명해 다오!

그것은 하나의 환영이며 예견이었다. 그때 비유 속에서 나는 무엇을 보았던가? 그리고 언젠가 꼭 오고야 말 그자는 누구인가?

뱀이 목구멍 속으로 기어든 양치기는 누구인가? 가장 무겁고 가장 검은 것이 통째로 목구멍 속으로 기어들 인간은 누구인가?

여하간 양치기는 내가 고함을 쳐 말한 대로 물었다. 덥석 물었다! 뱀 대가리를 저 멀리 뱉어 버렸다. 그러고는 벌떡 일어섰다.

이제 양치기도 아니고 인간도 아닌, 변화한 자, 빛에 둘러싸인 자로서 그가 웃었다! 일찍이 지상에서 그가 웃듯이 웃은 자는 아무도 없었다!

아, 형제들이여, 나는 인간의 웃음이 아닌 웃음을 들었다. 그리고 이제 갈증이, 결코 잠재울 수 없는 동경이 나를 갉아먹는다.﹥

- 3부 환영과 수수께끼에 대하여 -",,,,,,,,,,,,,d9b4ff6ff3384f49a58d9faaf13aea9c,,영원회귀,ab1dcb03fe5c43d691d95b2c3aa787e2,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc5d39b53e8c4de6b7688c3b9366f8ac,,젊은 양치기,3a87278a6f8c40658b69da4e8e20db95,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c869b7400b8044529c6fa84ad5a453fa,,심연,1174569eba114ca08c1bb203c680efef,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38e1f35d9efc4d8eb513660f976e738c,,허무주의,,,,,,,,,
217,113,1632b3eef47f433988543d634b5bed31,0,난쟁이,0,집필완료,팡민,2023-07-31 19:49:09,2023-08-01 14:55:47,비유,★★★★,f053076c279347b3b50a69a4be0762ca,1,"자유정신의 위대함과 높이와 크기를 알지 못하는 존재로, 위버멘쉬로의 상승을 방해하는 요소다. 3부의 ﹤환영과 수수께끼에 대하여﹥ 전체가 영원회귀 사유를 주제로 진행되는 부분임을 고려할 때, 난쟁이를 차라투스트라의 내면의 목소리로 본다면 그것은 곧 영원회귀 사유가 초래할 위험으로 해석할 수 있다. 즉 영원회귀 사유는 위버멘쉬가 되기 위해 꼭 긍정해야 할 관문이지만, '무의미의 영원'이라는 극단적 허무주의로 퇴락할 위험성을 갖는다. 

그래서 난쟁이는 지혜의 돌로 표현되는 차라투스트라의 영원회귀 사유가 다시 떨어져서 차라투스트라를 파멸시킬 것이라는 공포를 심는다. 차라투스트라에게 이런 난쟁이와 현기증을 맞서 싸우기 위해  필요한 것은 '심연 앞에서의 현기증마저 살해'하는 '용기'다.

한편 난쟁이를 삶을 부정하는 기존의 가치를 따르는 자로 볼 경우에도, 난쟁이는 결국 차라투스트라에게 추락의 현기증이라는 공포를 심는 자다. 이 역시 마찬가지로 기존의 가치를 파괴하는 것에는 허무주의로의 추락이라는 위험성이 언제나 동반되기 때문이다. 이 경우 난쟁이는 중력의 악령, 포센라이서와 같은 의미이며, 큰 맥락에서는 크게 벗어나는 것 없이 타당한 해석이라고 생각된다.",9ab6b2ea5f6740ae876dad9622353c25,"﹤ 저 위로. 내 발을 저 아래 심연으로 끌어내리는 정령, 나의 악마이자 불구대천의 적인 중력의 영을 거슬러 올라갔다.

저 위로. 반은 난쟁이고 반은 두더지인, 절름거리면서 남까지 절름거리게 만드는 이 중력의 영이 내 등에 걸터앉아 나의 귓속으로 납을, 나의 뇌 속으로 납과 같은 사상을 방울방울 떨어뜨렸음에도 내 발은 계속 위로 올라갔다.

“아, 차라투스트라여, 그대 지혜의 돌이여!”라고 그 중력의 영은 한 마디 한 마디 비웃듯이 속삭였다. “그대는 자신을 높이 던졌으나 모든 던져진 돌은 반드시 떨어지기 마련이다!

아, 차라투스트라여, 그대 지혜의 돌이여, 그대 투석기로 던져진 돌이여, 그대 별을 파괴하는 자여! 그대는 자신을 너무도 높이 던져 올렸다. 그러나 모든 던져진 돌은 떨어지기 마련인 것을!

아, 차라투스트라여, 그대 자신에게로 돌아와 그대를 쳐 죽이게 되어 있는 돌을 그대는 멀리도 던졌다. 하지만 그 돌은 그대 머리 위로 다시 떨어지리라.” ﹥

- 3부 환영과 수수께끼에 대하여 -",,"강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.

백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.

백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.

백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.

박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.

이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.",,,백승영의 해석에 따르면 난쟁이는 바그너의 ﹤지그프리드﹥ 속 난쟁이 형상에서 영감을 받은 것으로 추정된다고 한다. ,"﹤ 그러나 내게는 내가 용기라고 부르는 어떤 것이 있었다. 이것이 지금까지 나의 모든 좌절감을 죽여 왔다. 이 용기가 마침내 내게 걸음을 멈추고 말하라고 명령했다. “난쟁이여! 그대인가! 아니면 나인가!”

말하자면 용기는, 공격적인 용기는 최상의 살해자다. 왜냐하면 모든 공격에는 승리의 음악이 울려 퍼지기 때문이다.

인간은 가장 용감한 동물이다. 그리하여 인간은 모든 짐승을 극복했다. 승리의 음악을 울리면서 인간은 모든 고통을 극복했다. 인간의 고통은 더없이 깊은 고통이었음에도. ﹥

- 3부 환영과 수수께끼에 대하여 -",,,,,,,41dabb36ded94656b6a30c471e9f27b2,,중력의 영,c3a14fd7fb604fe6a94fd6360cb195d4,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90201b4d40474021b0c04d29202ce848,,영원회귀,ab1dcb03fe5c43d691d95b2c3aa787e2,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350fb37dedfd4c089515c7da7e4072b9,,심연,1174569eba114ca08c1bb203c680efef,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4a3dabb847b441b9441c21d96b8b62e,,허무주의,,,,,,,,,
221,114,180371da3558430eaea8a59496475261,0,승리로부터의 물러남,0,집필완료,팡민,2023-09-11 16:22:37,2023-09-11 16:22:37,비유,★★★,f053076c279347b3b50a69a4be0762ca,1,"낙타에게 가장 무거운 짐 중 두 번재로 제시되는 것이다. 낙타는 무언가를 섬기고 복종하는 정신의 상태를 의미한다. 이러한 노예 상태는 물론 낙타의 힘에의 의지가 정신을 그렇게 하도록 만든 것이다. 낙타 정신은 자기고행을 하는 정신이며, 짐을 지는 고통을 스스로 불러들이면서 그는 기꺼워한다.

이러한 낙타에게 가장 무거운 짐 중 두 번째는 자신에 대한 긍지를 자발적으로 단념하고 거절하는 것이다. 보통의 경우 우리는 도모했던 일이 성공하면 일을 해낸 자기 자신을 자랑스럽게 여기나, 낙타 정신은 이를 스스로 막아버리는 것이다.",520cb5f665d84d389127101b3335777a,"﹤무엇이 무겁단 말인가? 인내심 많은 정신은 이렇게 물으며 낙타처럼 무릎을 꿇고는 짐을 가득 싣고자 한다.

그대 영웅들이여, 가장 무거운 짐은 무엇인가? 내가 짊어지고 나의 억센 힘에 기쁨을 느낄 가장 무거운 짐은? 인내심 많은 정신은 이렇게 묻는다.

[...]

아니면 우리의 일이 승리를 구가할 때 그 일로부터 물러나는 것, 유혹하는 자를 유혹하기 위해 높은 산으로 올라가는 것, 이것이 가장 무거운 짐인가?﹥

- 1부 세 가지 변화에 대하여 -  ",,"백승영. (2022). 니체는 이렇게 말했다 : 『차라투스트라는 이렇게 말했다』에 대한 철학적·문학적 해석. 세창출판사.
최상욱. (2015). 차라투스트라는 이렇게 말했다 메타포로 읽기. 서광사.
이상범 L. S. (2020). 니체의 철학적 메타포 ’춤(Tanz)’에 대한 텍스트 내재적 분석. 철학연구, 151–177.
강용수. (2007). 니체의 『차라투스트라는 이렇게 말했다』의 밧줄에 대한 은유적 해석 - 춤의 공간적 구조에 대한 분석을 중심으로. 니체연구, 12, 171–199.
이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020
백승영. (2005). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『도덕의 계보』. 서울대학교 철학사상연구소.
백승영. (2006). 토픽맵에 기초한, 철학 고전 텍스트들의 체계적 분석 연구와 디지털 철학 지식지도 구축 - 니체『우상의 황혼』. 서울대학교 철학사상연구소.
박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020.
박찬국, 『들뢰즈의『니체와 철학』읽기 』, 세창미디어, 2020.
김상환, 『니체 프로이트 맑스 이후 - 현대 프랑스철학의 쟁점 』, 창비, 2013.
진은영, 『니체, 영원회귀와 차이의 철학』, 그린비, 2007.
Friedrich Nietzsche. (2023). 니체, 사랑에 대하여 (울리히 베어 엮음, 최성희 번역). 세창출판사. (원서출판 2020).",,,,,,,,,,,3c48fb818bf340b0902746e6661e515f,,낙타,5420170d0e46408785e4ac6d0d90a3da,,,,,,,,
